Name,Type,Category,Price,Location,County,No. of Bedrooms,No. of Bathrooms,No. of Ensuite Bedrooms,Date,Floor_area_sqm,Land_Size,Elevator,Parking,Condition,DSQ,Floor_Number,URL
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4008988
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 3,000,000",Lavington,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4008987
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4008986
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4008985
3 Bed Apartment in Embakasi,Residential,Apartment,"KSh 8,500,000",Embakasi,Nairobi,3,2,1,2026-05-13,1052,,0,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-embakasi-19-3581797
2 Bed Apartment in South B,Residential,Apartment,"KSh 12,500,000",South B,Nairobi,2,1,1,2026-05-13,,,0,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-south-b-3689399
3 Bed Apartment in Madaraka,Residential,Apartment,"KSh 12,000,000",Madaraka,Nairobi,3,2,1,2026-05-13,100,,0,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-madaraka-3689720
3 Bed House in Ngong,Residential,House,"KSh 10,500,000",Ngong,Kajiado,3,2,1,2026-05-13,180.32,,0,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngong-3704022
2 Bed Apartment in Kitengela,Residential,Apartment,"KSh 28,000,000",Kitengela,Kajiado,2,1,,2026-05-13,,0.205 acre,0,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kitengela-3724632
3 Bed Apartment in Athi River,Residential,Apartment,"KSh 5,500,000",Athi River,Machakos,3,1,1,2026-05-13,58,,0,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-athi-river-area-3761286
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 9,700,000",Lavington,Nairobi,2,3,1,2026-06-12,91,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008970
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 11,000,000",Lavington,Nairobi,3,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4008972
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 9,000,000",Lavington,Nairobi,3,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4008977
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 5,000,000",Lavington,Nairobi,1,2,1,2026-06-12,50,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4008979
3 Bed Apartment in South C,Residential,Apartment,"KSh 10,000,000",South C,Nairobi,3,2,1,2026-05-13,,,0,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-south-c-3774119
4 Bed Townhouse in Syokimau,Residential,Townhouse,"KSh 18,000,000",Syokimau,Machakos,4,4,1,2026-05-13,,,0,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-syokimau-3803780
4 Bed House in Langata,Residential,House,"KSh 22,000,000",Langata,Nairobi,4,2,1,2026-05-13,260,,0,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-langata-3816133
3 Bed Apartment in South B,Residential,Apartment,"KSh 10,000,000",South B,Nairobi,3,2,1,2026-05-13,,,0,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-south-b-3829937
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 18,500,000",Lavington,Nairobi,4,3,1,2026-05-13,,,0,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-3832757
4 Bed House in Mombasa Road,Residential,House,"KSh 16,500,000",Mombasa Road,Mombasa,4,3,1,2026-05-13,201,,0,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-mombasa-road-3830317
5 Bed House in Kitengela,Residential,House,"KSh 16,500,000",Kitengela,Kajiado,5,4,1,2026-05-13,259,,0,1,,1,,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitengela-3837777
2 Bed Apartment in Ruaka,Residential,Apartment,"KSh 7,000,000",Ruaka,Kiambu,2,2,1,2026-05-13,,,0,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-ruaka-3842129
2 Bed Apartment in Ngong Road,Residential,Apartment,"KSh 12,000,000",Ngong Road,Nairobi,2,2,1,2026-05-13,,,0,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-ngong-road-3846295
2 Bed Apartment in Nairobi West,Residential,Apartment,"KSh 230,000,000",Nairobi West,Nairobi,2,1,1,2026-05-13,,,0,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-nairobi-west-3857768
Land in Ruaka,Land,Land,"KSh 7,500,000",Ruaka,Kiambu,220,,,2026-05-13,1.011,0.138 Acre,0,1,,0,,https://www.buyrentkenya.com/listings/land-for-sale-ruaka-3869237
4 Bed House in Kitengela,Residential,House,"KSh 12,500,000",Kitengela,Kajiado,4,4,1,2026-05-13,180,,0,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-3926866
3 Bed House at Mutungoni Road,Residential,House,"KSh 5,000,000",Athi River,Machakos,3,1,,2026-05-13,,,0,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-athi-river-area-3927614
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-12,86,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4008983
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008981
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,500,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-12,65,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008978
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4008973
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,500,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4008971
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 6,500,000","Westlands Area, Westlands",Nairobi,2,3,1,2026-06-12,57,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008959
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 8,000,000","Westlands Area, Westlands",Nairobi,2,3,1,2026-06-12,74,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008960
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 18,000,000","Westlands Area, Westlands",Nairobi,3,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4008963
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 3,000,000",Lavington,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4008775
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008777
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,000,000",Lavington,Nairobi,4,5,1,2026-06-12,110,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4008782
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,000,000",Kileleshwa,Nairobi,4,5,1,2026-06-12,125,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4008788
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 9,000,000",Kileleshwa,Nairobi,3,3,1,2026-06-12,110,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4008787
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4008785
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4008784
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-12,57,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008956
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-12,57,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008956
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-12,119,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4008955
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-12,,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4008954
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-12,178,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4008943
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4008940
Warehouse in Mombasa Road,Residential,House,"KSh 65,000,000",Mombasa Road,Mombasa,220,,,2026-06-12,11600,0.5 acres,0,1,,0,,https://www.buyrentkenya.com/listings/05-ac-warehouse-for-sale-mombasa-road-4008949
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 18,000,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-12,178,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4008911
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,500,000",Lavington,Nairobi,4,4,1,2026-06-12,110,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4008909
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,500,000",Kileleshwa,Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4008906
6 Bed Villa at Kerarapon,Residential,Villa,"KSh 190,000,000",Karen,Nairobi,6,6,1,2026-06-12,709,,0,1,,0,,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-karen-4008951
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,500,000",Kilimani,Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4008905
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-12,114,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4008937
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-12,89,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4008935
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 13,000,000","Westlands Area, Westlands",Nairobi,3,2,1,2026-06-12,110,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4008904
2 Bed Apartment at Eldama Ravine Rd,Residential,Apartment,"KSh 13,800,000","Westlands Area, Westlands",Nairobi,2,2,,2026-06-12,119,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008953
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 9,000,000",Kilimani,Nairobi,3,3,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4008952
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,500,000",Kilimani,Nairobi,3,3,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4008950
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,000,000",Kileleshwa,Nairobi,3,4,1,2026-06-12,103,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4008917
Commercial Property at Crescent Road,Residential,Land,"KSh 83,628,000","Westlands Area, Westlands",Nairobi,220,,,2026-06-03,6969,,1,1,,0,,https://www.buyrentkenya.com/listings/6969-m2-commercial-property-for-sale-westlands-area-3843345
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 7,000,000",Kileleshwa,Nairobi,1,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4008918
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 9,000,000",Kileleshwa,Nairobi,2,3,1,2026-06-12,89,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4008939
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 9,500,000",Kileleshwa,Nairobi,2,3,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4008922
Commercial Property at Crescent Road,Residential,Land,"KSh 94,081,500","Westlands Area, Westlands",Nairobi,220,,,2026-06-03,,,1,1,,0,,https://www.buyrentkenya.com/listings/6969-ft2-commercial-property-for-sale-westlands-area-3843355
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,000,000",Kileleshwa,Nairobi,3,2,1,2026-06-12,103,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4008902
Commercial Property at Crescent Road,Residential,Land,"KSh 18,360,000","Westlands Area, Westlands",Nairobi,220,,,2026-06-03,,,1,1,,0,,https://www.buyrentkenya.com/listings/1530-ft2-commercial-property-for-sale-westlands-area-3843679
0.5 ac Land in Diani,Land,Land,"KSh 40,000,000",Diani,Kwale,3,,,2026-06-03,4.047,2 Acre,0,1,,0,,https://www.buyrentkenya.com/listings/05-ac-land-for-sale-diani-4002935
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,000,000",Lavington,Nairobi,3,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4008900
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,2,1,2026-06-12,55,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4008948
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 7,000,000",Kilimani,Nairobi,2,2,1,2026-06-12,70,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4008947
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4008946
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 4,000,000",Kilimani,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4008945
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-12,70,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008933
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,500,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008932
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,000,000",Kilimani,Nairobi,3,2,1,2026-06-12,116,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4008886
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,1,1,2026-06-12,65,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008884
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008879
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4008872
3 Bed Apartment at Eldama Ravine Rd,Residential,Apartment,"KSh 19,600,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-12,178,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4008934
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,1,1,2026-06-12,53,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4008870
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-12,42,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4008865
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 3,000,000",Lavington,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4008854
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4008851
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4008849
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,1,1,2026-06-12,65,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4008876
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,500,000",Kilimani,Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4008871
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4008926
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 4,000,000",Kilimani,Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4008924
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4008861
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008863
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,000,000",Kilimani,Nairobi,3,2,1,2026-06-12,91,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4008867
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,1,1,2026-06-12,55,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4008860
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,500,000",Lavington,Nairobi,4,4,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4008874
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 18,000,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-12,178,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4008880
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 13,000,000","Westlands Area, Westlands",Nairobi,3,2,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4008878
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-12,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4008875
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,500,000",Kileleshwa,Nairobi,4,4,1,2026-06-12,125,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4008873
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,000,000",Kileleshwa,Nairobi,3,2,1,2026-06-12,103,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4008868
